,특성추출(가중치순 상위 50개),label.1,score.1,종목명,emo
44,"BNK,김지완,임추위,정기영,BNK금융지주,부울경혁신금융,후보군,임직원,정기주주총회,후보자,지속가능,윤리경영,위원장,경영성과,임원후보추천위원회,21조,이사회,BNK금융,위원회,회장직,회장",Governance,0.991240918636322,BNK금융지주,0.999990940093994
45,"BNK,계열사,임추위,이사회,김지완,5명,BNK금융지주,경영자,경쟁력",Governance,0.9913690686225892,BNK금융지주,0.999958038330078
46,"ESG,부산은행,한영회계법인,지배구조,친환경,BNK,1000억,최고등급,보고서,검증보고서,한국,한국기업지배구조원,국제자본시장협회,금융회사,지방은행,구조원,BNK금융,BNK금융지주,발행,채권,금융,지배,기업,연속,사회,지방,경영,활동,인증,내부,구조,원화",Governance,0.9890368580818176,BNK금융지주,0.9999843835830688
47,"지배구조,우수기업,금융회사,구조원,BNK,김지완,BNK금융지주,거버넌스,이사회,안정성,금융사,투명성,한국기업지배구조원,한국,기업지배구조원,최우선,ESG,BNK금융그룹,지배,금융,기업,선정,구조,상위,그룹,평가,연속,지주,회사,개선,강화,환경,회장,우수,안정",Governance,0.9927185773849488,BNK금융지주,1.999972343444824
48,"ESG,지배구조,BNK금융,만큼,경영진,BNK,이해관계자,최고등급,김지완,중요성,통제도,선진화,금융회사,기업가치,한국,한국기업지배구조원,구조원,BNK금융지주,금융,기업,지주,연속,강화,가치",Governance,0.9925633072853088,BNK금융지주,2.0
49,"ESG,지배구조,금융회사,우수기업,김지완,한국기업지배구조원,구조원,BNK금융지주,ESG경영,만큼,BNK",Governance,0.9930219054222108,BNK금융지주,0.6149839758872986
50,"ESG,지배구조,우수기업,김지완,금융회사,BNK,만큼,이해관계자,모범적,핵심과제,한국,중요도,최고등급,기업가치,구조원,시상식,BNK금융지주,BNK금융,경영,기업,금융,선정,지배,그룹,구조,연속,강화,최고,상위,추진,체계,글로벌",Governance,0.978108525276184,BNK금융지주,1.999999761581421
51,"ESG,부산은행,한영회계법인,지배구조,친환경,BNK,1000억,최고등급,보고서,검증보고서,한국,한국기업지배구조원,국제자본시장협회,금융회사,지방은행,구조원,BNK금융,BNK금융지주,발행,채권,금융,지배,기업,연속,사회,지방,경영,활동,인증,내부,구조,원화",Governance,0.9890368580818176,BNK금융지주,0.9999288320541382
52,"지배구조,우수기업,금융회사,구조원,BNK,김지완,BNK금융지주,거버넌스,이사회,안정성,금융사,투명성,한국기업지배구조원,한국,기업지배구조원,최우선,ESG,BNK금융그룹,지배,금융,기업,선정,구조,상위,그룹,평가,연속,지주,회사,개선,강화,환경,회장,우수,안정",Governance,0.9927185773849488,BNK금융지주,1.9999959468841553
53,"ESG,지배구조,BNK금융,만큼,경영진,BNK,이해관계자,최고등급,김지완,중요성,통제도,선진화,금융회사,기업가치,한국,한국기업지배구조원,구조원,BNK금융지주,금융,기업,지주,연속,강화,가치",Governance,0.9925633072853088,BNK금융지주,1.9999976158142088
